IncidentKey,DateKey,SeverityKey,AttackTypeKey,DepartmentKey,SourceKey,IncidentCount,ResolvedFlag,TimeToResolveHours,DataBreachOccurred,EstimatedCostUSD
1175,202401,4,1,2,2,1,1,0.9,0,3529.0
1176,202401,4,1,4,3,1,1,2.9,0,22362.0
1177,202401,4,1,2,2,1,1,2.9,0,28851.0
1178,202401,4,4,1,6,1,1,1.2,0,6888.0
1179,202401,4,9,6,5,1,1,2.7,0,32841.0
1180,202401,4,3,1,4,1,1,1.1,0,5093.0
1181,202401,4,2,2,1,1,1,0.5,0,5405.0
1182,202401,4,6,7,8,1,1,2.4,0,14330.0
1183,202401,4,1,4,6,1,1,1.4,0,9890.0
1184,202401,4,2,5,4,1,1,2.1,0,8342.0
1185,202401,4,1,4,6,1,1,1.5,0,8405.0
1186,202401,4,1,2,6,1,1,3.4,0,29654.0
1187,202401,4,1,8,6,1,1,3.3,0,28816.0
1188,202401,4,9,8,1,1,1,2.0,0,18909.0
1189,202401,4,2,2,5,1,1,1.9,0,20932.0
1190,202401,4,1,4,2,1,1,1.8,0,11308.0
1191,202401,4,1,2,2,1,1,1.8,0,14322.0
1192,202401,4,7,4,8,1,1,3.1,0,11012.0
1193,202401,4,1,3,2,1,1,1.5,0,18771.0
1194,202401,4,3,5,8,1,1,4.0,0,38054.0
1195,202401,4,5,4,3,1,1,0.5,0,4089.0
1196,202401,4,6,8,3,1,1,2.6,0,27289.0
1197,202401,4,1,2,4,1,1,0.8,0,4772.0
1198,202401,4,8,4,1,1,1,0.4,0,3699.0
1199,202401,4,9,2,6,1,1,0.9,0,7639.0
1200,202401,4,5,4,1,1,1,1.1,0,12405.0
1201,202401,4,1,4,1,1,1,2.7,0,12631.0
1202,202401,4,8,2,4,1,1,2.9,0,20847.0
1203,202401,4,4,4,2,1,1,2.0,0,9177.0
1204,202401,4,1,5,4,1,1,3.1,0,13982.0
1205,202401,4,1,2,7,1,1,3.2,0,22987.0
1206,202401,4,9,5,2,1,1,3.3,0,19520.0
1207,202401,4,2,5,5,1,1,4.0,0,31602.0
1208,202401,4,1,4,4,1,1,2.1,0,13422.0
1209,202401,4,9,5,3,1,1,2.0,0,12578.0
1210,202401,4,1,7,2,1,1,2.4,0,13061.0
1211,202401,4,9,4,1,1,1,1.5,0,11611.0
1212,202401,4,9,4,3,1,1,4.0,0,43228.0
1213,202401,4,7,2,3,1,1,3.9,0,17207.0
1214,202401,4,6,3,8,1,1,0.7,0,7919.0
1215,202401,4,1,5,3,1,1,0.4,0,1834.0
1216,202401,4,7,2,1,1,1,2.0,0,25009.0
1217,202401,4,2,5,6,1,1,1.8,0,7148.0
1218,202401,4,2,6,8,1,1,2.3,0,28427.0
1219,202401,4,7,7,7,1,1,2.1,0,17627.0
1220,202302,1,7,1,2,1,1,30.4,0,97092.0
1221,202302,1,9,1,3,1,1,47.0,0,116999.0
1222,202302,1,1,4,1,1,1,33.4,0,30407.0
1223,202302,1,10,1,2,1,1,17.4,0,24118.0
1224,202302,1,4,5,6,1,1,38.1,0,37701.0
1225,202302,2,4,5,6,1,1,3.1,0,18543.0
1226,202302,2,1,2,3,1,1,7.8,0,29686.0
1227,202302,2,8,1,7,1,1,5.7,0,16990.0
1228,202302,2,6,2,1,1,1,5.5,0,17923.0
1229,202302,2,7,2,6,1,1,11.6,0,56997.0
1230,202302,2,5,2,2,1,1,12.0,0,68352.0
1231,202302,2,1,2,3,1,1,7.0,0,30514.0
1232,202302,2,9,2,1,1,1,11.7,0,55686.0
1233,202302,2,2,1,5,1,1,10.4,0,55493.0
1234,202302,2,1,5,6,1,1,6.1,0,36234.0
1235,202302,2,2,8,7,1,1,3.0,0,16348.0
1236,202302,2,2,6,2,1,1,7.6,0,36885.0
1237,202302,2,9,8,6,1,1,8.3,0,18729.0
1238,202302,2,1,6,6,1,1,0.8,0,4308.0
1239,202302,2,1,5,2,1,1,8.9,0,18090.0
1240,202302,2,2,3,6,1,1,5.2,0,13332.0
1241,202302,3,10,5,2,1,1,2.3,0,20647.0
1242,202302,3,1,2,8,1,1,3.8,0,35588.0
1243,202302,3,2,7,8,1,1,1.6,0,5167.0
1244,202302,3,1,2,7,1,1,3.9,0,33513.0
1245,202302,3,9,6,3,1,1,3.9,0,31953.0
1246,202302,3,3,1,7,1,1,1.8,0,7747.0
1247,202302,3,1,4,2,1,1,2.8,0,20274.0
1248,202302,3,7,4,8,1,1,2.7,0,13701.0
1249,202302,3,8,2,3,1,1,0.4,0,3507.0
1250,202302,3,6,3,5,1,1,1.1,0,3141.0
1251,202302,3,5,7,2,1,1,2.7,0,8748.0
1252,202302,3,1,1,2,1,1,4.0,0,12944.0
1253,202302,3,2,5,1,1,1,1.7,0,8621.0
1254,202302,3,9,7,4,1,1,1.9,0,14714.0
1255,202302,3,1,4,6,1,1,0.7,0,4146.0
1256,202302,3,4,2,1,1,1,2.9,0,11497.0
1257,202302,3,5,2,8,1,1,1.6,0,15140.0
1258,202302,3,3,5,6,1,1,1.6,0,8427.0
1259,202302,3,2,1,8,1,1,3.3,0,10098.0
1260,202302,3,2,6,6,1,1,2.5,0,6384.0
1261,202302,3,10,3,2,1,1,4.0,0,32265.0
1262,202302,3,2,1,8,1,1,3.1,0,12064.0
1263,202302,3,2,2,2,1,1,3.2,0,25850.0
1264,202302,3,7,1,2,1,1,3.5,0,12046.0
1265,202302,3,1,5,2,1,1,3.3,0,10532.0
1266,202302,3,1,2,1,1,1,1.6,0,12923.0
1267,202302,3,7,3,1,1,1,0.9,0,2500.0
1268,202302,3,9,4,4,1,1,0.7,0,2000.0
1269,202302,3,5,8,2,1,1,2.2,0,7007.0
1270,202302,3,6,2,5,1,1,0.5,0,4020.0
1271,202302,4,8,5,2,1,1,2.0,0,24909.0
1272,202302,4,1,4,8,1,1,1.8,0,17616.0
1273,202302,4,5,7,3,1,1,0.6,0,2385.0
1274,202302,4,7,2,1,1,1,0.8,0,7355.0
1275,202302,4,7,5,6,1,1,1.5,0,19123.0
1276,202302,4,6,2,3,1,1,2.2,0,16126.0
1277,202302,4,10,7,1,1,1,3.5,0,33071.0
1278,202302,4,10,5,6,1,1,3.5,0,25650.0
1279,202302,4,2,4,2,1,1,3.4,0,23895.0
1280,202302,4,9,1,2,1,1,1.9,0,18212.0
1281,202302,4,3,2,6,1,1,3.7,0,14225.0
1282,202302,4,1,1,3,1,1,0.7,0,7205.0
1283,202302,4,10,2,4,1,1,0.5,0,6192.0
1284,202302,4,6,3,6,1,1,0.8,0,5276.0
1285,202302,4,8,8,3,1,1,3.5,0,35428.0
1286,202302,4,2,5,2,1,1,1.6,0,13997.0
1287,202302,4,2,2,6,1,1,2.1,0,23801.0
1288,202302,4,3,5,2,1,1,0.7,0,4112.0
1289,202302,4,2,8,3,1,1,3.4,0,42689.0
1290,202302,4,7,5,6,1,1,2.7,0,9320.0
1291,202302,4,8,7,2,1,1,0.4,0,2329.0
1292,202302,4,10,2,2,1,1,1.6,0,7906.0
1293,202302,4,1,5,6,1,1,1.8,0,8212.0
1294,202302,4,8,1,1,1,1,3.1,0,16322.0
1295,202302,4,4,4,2,1,1,0.9,0,5573.0
1296,202302,4,3,8,5,1,1,2.5,0,29200.0
1297,202302,4,1,2,7,1,1,2.6,0,25142.0
1298,202302,4,2,4,6,1,1,1.9,0,17153.0
1299,202302,4,4,2,2,1,1,3.1,0,13307.0
1300,202302,4,4,1,2,1,1,2.8,0,24903.0
1301,202302,4,6,6,2,1,1,0.5,0,3497.0
1302,202302,4,7,1,1,1,1,1.1,0,13503.0
1303,202302,4,10,2,7,1,1,1.2,0,7620.0
1304,202302,4,1,4,6,1,1,1.9,0,8436.0
1305,202302,4,6,7,2,1,1,2.2,0,24640.0
1306,202302,4,10,3,1,1,1,1.8,0,18582.0
1307,202302,4,4,1,3,1,1,3.7,0,42462.0
1308,202302,4,7,4,5,1,1,1.8,0,16822.0
1309,202302,4,2,1,3,1,1,0.4,0,2527.0
1310,202302,4,10,5,3,1,1,3.4,0,40901.0
1311,202302,4,1,4,8,1,1,0.7,0,5168.0
1312,202302,4,4,5,1,1,1,1.8,0,11122.0
1313,202302,4,3,2,2,1,1,3.2,0,12586.0
1314,202402,1,7,1,4,1,1,24.6,0,40307.0
1315,202402,1,8,6,8,1,1,7.3,1,10325.0
1316,202402,1,1,5,1,1,1,36.6,0,44841.0
1317,202402,1,9,6,3,1,1,22.4,0,49072.0
1318,202402,1,7,5,6,1,1,30.6,0,87950.0
1319,202402,1,7,3,1,1,1,21.3,0,49316.0
1320,202402,2,9,2,5,1,1,1.0,0,4035.0
1321,202402,2,2,4,3,1,1,0.7,0,2359.0
1322,202402,2,2,1,6,1,1,10.4,0,59336.0
1323,202402,2,6,5,4,1,1,4.8,0,21051.0
1324,202402,2,9,7,1,1,1,5.6,0,30728.0
1325,202402,2,7,2,2,1,1,7.4,0,29649.0
1326,202402,2,1,4,1,1,1,9.8,0,55070.0
1327,202402,2,8,1,4,1,1,7.9,0,14124.0
1328,202402,2,8,4,3,1,1,6.4,0,28973.0
1329,202402,2,2,3,2,1,1,4.8,0,25524.0
1330,202402,2,7,5,1,1,1,9.5,0,44717.0
1331,202402,2,1,3,1,1,1,6.8,0,23497.0
1332,202402,2,2,7,8,1,1,8.0,0,47604.0
1333,202402,2,1,3,1,1,1,7.1,0,16180.0
1334,202402,2,2,2,6,1,1,8.5,0,29592.0
1335,202402,2,6,7,1,1,1,3.9,0,13291.0
1336,202402,2,9,3,8,1,1,1.8,0,8952.0
1337,202402,2,8,6,4,1,1,1.4,0,6745.0
1338,202402,3,5,3,1,1,1,1.6,0,5917.0
1339,202402,3,1,3,7,1,1,2.1,0,8465.0
1340,202402,3,1,2,1,1,1,1.4,0,11304.0
1341,202402,3,5,8,4,1,1,3.4,0,29793.0
1342,202402,3,1,6,2,1,1,3.5,0,23974.0
1343,202402,3,6,4,1,1,1,0.9,0,7547.0
1344,202402,3,9,5,7,1,1,3.6,0,27333.0
1345,202402,3,1,4,2,1,1,2.8,0,11509.0
1346,202402,3,4,5,2,1,1,3.1,0,24934.0
1347,202402,3,1,5,2,1,1,1.4,0,11511.0
1348,202402,3,4,2,2,1,1,2.8,0,18220.0
1349,202402,3,4,4,7,1,1,1.3,0,6694.0
1350,202402,3,5,4,1,1,1,3.3,0,26958.0
1351,202402,3,1,2,1,1,1,2.7,0,23473.0
1352,202402,3,5,1,6,1,1,3.4,0,28997.0
1353,202402,3,2,1,7,1,1,0.9,0,5072.0
1354,202402,3,5,2,8,1,1,1.9,0,17507.0
1355,202402,3,1,4,2,1,1,3.7,0,19933.0
1356,202402,3,3,5,2,1,1,1.2,0,11473.0
1357,202402,3,2,2,1,1,1,1.5,0,4670.0
1358,202402,3,8,6,2,1,1,3.2,0,10850.0
1359,202402,3,2,4,6,1,1,3.4,0,26736.0
1360,202402,3,4,4,5,1,1,0.3,0,891.0
1361,202402,3,2,2,8,1,1,0.9,0,8253.0
1362,202402,3,6,5,3,1,1,0.7,0,3132.0
1363,202402,3,2,1,1,1,1,1.2,0,8401.0
1364,202402,3,6,4,1,1,1,0.7,0,6242.0
1365,202402,3,6,5,1,1,1,2.6,0,17005.0
1366,202402,3,8,2,2,1,1,1.9,0,12971.0
1367,202402,3,1,5,3,1,1,1.0,0,7211.0
1368,202402,3,5,3,1,1,1,3.8,0,24006.0
1369,202402,3,9,5,4,1,1,0.4,0,3475.0
1370,202402,3,1,6,3,1,1,3.9,0,16482.0
1371,202402,3,1,3,7,1,1,0.5,0,2068.0
1372,202402,3,7,6,1,1,1,3.2,0,24619.0
1373,202402,3,2,2,1,1,1,1.6,0,7740.0
1374,202402,4,7,2,8,1,1,3.2,0,24513.0
1375,202402,4,8,4,6,1,1,1.0,0,4495.0
1376,202402,4,8,8,3,1,1,0.4,0,2054.0
1377,202402,4,9,2,1,1,1,1.5,0,9265.0
1378,202402,4,3,5,3,1,1,1.2,0,12518.0
1379,202402,4,1,2,2,1,1,3.5,0,12806.0
1380,202402,4,7,3,2,1,1,0.8,0,5386.0
1381,202402,4,3,7,3,1,1,3.6,0,24882.0
1382,202402,4,1,4,6,1,1,2.1,0,25354.0
1383,202402,4,5,2,7,1,1,0.6,0,4365.0
1384,202402,4,3,5,8,1,1,1.0,0,6020.0
1385,202402,4,1,1,2,1,1,2.7,0,16584.0
1386,202402,4,6,7,3,1,1,0.9,0,6715.0
1387,202402,4,4,1,6,1,1,3.5,0,23046.0
1388,202402,4,3,2,6,1,1,3.9,0,47970.0
1389,202402,4,1,6,6,1,1,1.8,0,14626.0
1390,202402,4,8,6,1,1,1,3.8,0,17369.0
1391,202402,4,6,6,7,1,1,1.9,0,8382.0
1392,202402,4,1,8,6,1,1,1.7,0,11688.0
1393,202402,4,6,1,5,1,1,0.9,0,6767.0
1394,202402,4,2,3,3,1,1,3.1,0,27000.0
1395,202402,4,5,3,3,1,1,1.5,0,8813.0
1396,202402,4,1,1,6,1,1,1.0,0,8170.0
1397,202402,4,5,1,2,1,1,3.2,0,31868.0
1398,202402,4,1,5,2,1,1,2.9,0,37082.0
1399,202402,4,1,1,1,1,1,3.5,0,26389.0
1400,202402,4,8,4,1,1,1,3.3,0,41212.0
1401,202402,4,2,6,2,1,1,2.9,0,24592.0
1402,202402,4,2,2,8,1,1,0.9,0,9011.0
1403,202402,4,8,6,1,1,1,3.2,0,25869.0
1404,202402,4,1,2,7,1,1,0.8,0,8630.0
1405,202402,4,1,3,4,1,1,2.4,0,18449.0
1406,202402,4,5,2,5,1,1,3.6,0,13792.0
1407,202402,4,3,7,6,1,1,2.1,0,15002.0
1408,202402,4,3,5,1,1,1,0.8,0,4995.0
1409,202402,4,1,4,3,1,1,2.8,0,18221.0
1410,202402,4,9,5,6,1,1,2.5,0,26427.0
1411,202402,4,1,4,4,1,1,3.7,0,13808.0
1412,202402,4,1,5,1,1,1,1.4,0,6657.0
1413,202402,4,8,2,2,1,1,3.8,0,31089.0
1414,202402,4,2,1,2,1,1,1.0,0,12381.0
1415,202402,4,2,2,6,1,1,1.4,0,11650.0
1416,202402,4,5,6,1,1,1,2.5,0,21936.0
1417,202402,4,1,6,5,1,1,3.0,0,27028.0
1418,202402,4,6,1,8,1,1,3.5,0,13929.0
1419,202402,4,7,8,5,1,1,1.3,0,6791.0
1420,202402,4,6,4,5,1,1,2.7,0,21549.0
1421,202402,4,7,5,2,1,1,2.7,0,16470.0
1422,202402,4,1,8,7,1,1,2.8,0,16955.0
1423,202402,4,1,7,1,1,1,0.9,0,6471.0
1424,202402,4,4,2,2,1,1,2.5,0,15502.0
1425,202303,1,9,3,6,1,1,47.4,0,83278.0
1426,202303,1,10,3,4,1,1,27.1,0,52019.0
1427,202303,1,2,4,2,1,1,7.0,1,21482.0
1428,202303,1,7,4,2,1,1,46.2,0,127158.0
1429,202303,1,7,7,2,1,1,9.4,0,29989.0
1430,202303,1,5,4,2,1,1,24.0,1,41851.0
1431,202303,1,5,2,2,1,1,28.1,1,41455.0
1432,202303,2,7,6,6,1,1,5.8,0,24221.0
1433,202303,2,1,4,1,1,1,10.6,0,53976.0
1434,202303,2,10,4,2,1,1,0.8,0,1476.0
1435,202303,2,6,2,2,1,1,6.8,0,13280.0
1436,202303,2,6,4,7,1,1,6.7,0,37262.0
1437,202303,2,7,6,5,1,1,1.7,0,10677.0
1438,202303,2,4,3,7,1,1,11.8,0,50476.0
1439,202303,2,3,8,1,1,1,2.6,0,10514.0
1440,202303,2,6,1,1,1,1,0.8,0,4020.0
1441,202303,2,10,4,4,1,1,5.6,0,25256.0
1442,202303,2,6,2,2,1,1,11.2,0,35044.0
1443,202303,2,4,5,6,1,1,10.2,0,45389.0
1444,202303,2,6,5,4,1,1,6.0,0,25812.0
1445,202303,2,5,1,2,1,1,4.2,0,8930.0
1446,202303,2,4,5,2,1,1,9.6,0,48783.0
1447,202303,2,9,6,1,1,1,7.3,0,20984.0
1448,202303,2,8,8,7,1,1,7.1,0,19115.0
1449,202303,2,1,5,3,1,1,2.3,0,10624.0
1450,202303,2,7,8,8,1,1,4.7,0,26057.0
1451,202303,3,2,1,5,1,1,3.8,0,12127.0
1452,202303,3,1,4,2,1,1,1.8,0,9672.0
1453,202303,3,2,4,4,1,1,3.2,0,28889.0
1454,202303,3,9,7,1,1,1,2.9,0,17790.0
1455,202303,3,6,3,6,1,1,2.1,0,10738.0
1456,202303,3,1,4,4,1,1,1.6,0,7921.0
1457,202303,3,10,7,6,1,1,2.7,0,19958.0
1458,202303,3,7,4,2,1,1,3.8,0,16754.0
1459,202303,3,2,2,2,1,1,3.2,0,23921.0
1460,202303,3,9,7,3,1,1,1.5,0,7367.0
1461,202303,3,10,7,2,1,1,1.4,0,9141.0
1462,202303,3,6,4,3,1,1,3.3,0,30602.0
1463,202303,3,10,2,2,1,1,0.5,0,4639.0
1464,202303,3,1,3,3,1,1,2.7,0,21008.0
1465,202303,3,2,2,8,1,1,2.3,0,20971.0
1466,202303,3,9,2,1,1,1,0.7,0,5414.0
1467,202303,3,2,2,1,1,1,2.8,0,17426.0
1468,202303,3,8,2,1,1,1,0.7,0,3345.0
1469,202303,3,5,1,6,1,1,3.2,0,7799.0
1470,202303,3,6,2,3,1,1,2.7,0,23600.0
1471,202303,3,5,4,6,1,1,1.0,0,9340.0
1472,202303,3,3,2,6,1,1,0.5,0,3967.0
1473,202303,3,8,5,2,1,1,2.3,0,17495.0
1474,202303,3,1,2,3,1,1,3.6,0,13196.0
1475,202303,3,1,4,7,1,1,2.1,0,19202.0
